1,A,N,4,M
2,B,N,4,M
3,C,N,4,M
4,D,N,4,M
5,E,N,4,F
6,E,N,3,F
7,E,N,1,F
8,G,N,1,F
9,G,N,1,F
10,H,N,3,M
11,H,A,3,M
12,I,N,1,F
13,I,N,3,F
14,J,N,1,M
15,J,N,2,M
16,K,N,2,M
17,K,A,2,M
18,L,N,2,M
19,L,A,2,M
20,M,A,1,M
21,M,A,2,M
22,N,A,1,F
23,N,A,2,F
24,PG,A,2,F
25,PG,A,1,F
26,PG,N,1,F
27,PG,N,2,F
28,FRD,A,2,M
29,FRE,A,2,M
