1,M,A
2,M,B
3,M,C
4,M,D
5,M,H
6,M,J
7,M,K
8,M,L
9,M,M
10,M,FRD
11,M,FRE
12,F,R
13,F,G
14,F,I
15,F,PG
16,F,N
























